pdf,Title,page,case_No,last_page
b5,Kocolene Oil Corp. v. Ashland Oil Corp.,505,30,511.0
b5,Nat'l Gerimedical Hosp. & Gerontology Ctr. v. Blue Cross,512,31,524.0
b5,Metts v. Clark Oil & Refining Corp.,525,32,534.0
b5,"Jaymar-Ruby, Inc. v. FTC",535,33,542.0
b5,Republic of Texas Corp. v. Board of Governors of Federal Reserve System,543,34,571.0
b5,Amalgamated Trust & Sav. Bank v. Glenview,572,35,579.0
b5,Wegmann v. London,580,36,583.0
b5,Owens v. Aetna Life & Casualty Co.,584,37,615.0
b5,Hoffman v. Delta Dental Plan,616,38,624.0
b5,In re Mid-Atlantic Toyota Antitrust Litigation,625,39,633.0
b5,Neumann v. Vidal,634,40,641.0
b5,Kaiser Aluminum & Chemical Corp. v. FTC,642,41,657.0
b5,"ANHEUSER-BUSCH, INC. v. HAMMONS",658,42,661.0
b5,Workman v. State Farm Mut. Auto. Ins. Co.,662,43,677.0
b5,"Muenster Butane, Inc. v. Stewart Co.",678,44,684.0
b5,Quad Cinema Corp. v. 20th Century Fox Film Corp.,685,45,687.0
b5,"Saxe, Bacon & Bolan, P. C. v. Martindale-Hubbell, Inc.",688,46,696.0
b5,Feldman v. Gardner,697,47,727.0
b5,National Union Electric Corp. v. Emerson Electric Co.,728,48,738.0
b5,Abadir & Co. v. First Mississippi Corp.,739,49,749.0
b5,Long v. Mountain Trust Bank,750,50,759.0
b5,"Sea-Land Service, Inc. v. Alaska Railroad",760,51,765.0
b5,GAF Corp. v. Eastman Kodak Co.,766,52,803.0
b5,William Inglis & Sons Baking Co. v. Itt Cont'l Baking Co.,804,53,852.0
b5,"Federal Prescription Service, Inc. v. American Pharmaceutical Asso.",853,54,871.0
b5,Ill. Cities of Bethany v. Fed. Energy Regulatory Com,872,55,891.0
b5,Illinois Cities of Bethany v. Federal Energy Regulatory Com.,892,56,907.0
b5,Marrese v. American Academy of Orthopaedic Surgeons,908,57,916.0
b5,"Sage International, Ltd. v. Cadillac Gage Co.",917,58,932.0
b5,Blackwell v. Power Test Corp.,933,59,945.0
b5,"Kartell v. Blue Shield of Massachusetts, Inc.",946,60,955.0
b5,"PIONEER HI-BRED INTL., INC. v. HOLDEN FOUND. SEEDS",956,61,962.0
b5,Lektro-Vend Corp. v. Vendo Co.,963,62,986.0
b5,Jefferson County Pharmaceutical Asso. v. Abbott Laboratories,987,63,997.0
b5,Robinson v. Magovern,998,64,1081.0
b5,FTC v. Weyerhaeuser Co.,1082,65,1109.0
b5,O. Hommel Co. v. Ferro Corp.,1110,66,1135.0
b5,"Strax v. Commodity Exchange, Inc.",1136,67,1146.0
b5,United States v. American Tel. & Tel. Co.,1147,68,1191.0
b5,"Pacific Far East Line, Inc. v. R. J. Reynolds Industries, Inc.",1192,69,1221.0
b5,"Grip-Pak, Inc. v. Illinois Tool Works, Inc.",1222,70,1228.0
b5,Crown Paint Co. v. Bankston,1229,71,1236.0
b5,Auburn News Co. v. Providence Journal Co.,1237,72,1243.0
b5,Weiss v. York Hospital,1244,73,1252.0
b5,"United States v. Cargo Service Stations, Inc.",1253,74,1261.0
b5,"Green v. Associated Milk Producers, Inc.",1262,75,1266.0
b5,"SuperTurf, Inc. v. Monsanto Co.",1267,76,1284.0
b5,Aydin Corp. v. Loral Corp.,1285,77,1292.0
b5,Blankenship v. Herzfeld,1293,78,1300.0
b5,Groton v. Connecticut Light & Power Co.,1301,79,1316.0
b5,Brown v. Cameron-Brown Co.,1317,80,1339.0
b5,Aurora Enters. v. National Broadcasting Co.,1340,81,1348.0
b5,Fishman v. Wirtz,1349,82,1437.0
b5,In re Data General Corp. Antitrust Litigation,1438,83,1458.0
b5,Schiessle v. Stephens,1459,84,1473.0
b5,"Copy-Data Systems, Inc. v. Toshiba America, Inc.",1474,85,1481.0
b5,Mishler v. St. Anthony's Hospital Systems,1482,86,1485.0
b5,Armstrong v. Taco Time Int'l,1486,87,1494.0
b5,Dussouy v. Gulf Coast Inv. Corp.,1495,88,1504.0
b5,"Metrix Warehouse, Inc. v. Daimler-Benz Aktiengesellschaft",1505,89,1510.0
b5,E. M. ENTERPRISES v. KACHERES,1511,90,1513.0
b5,Grumman Corp. v. LTV Corp.,1514,91,1521.0
b5,"People ex rel. Fahner v. Carriage Way West, Inc.",1522,92,1528.0
b5,Memorial Hospital for McHenry County v. Shadur,1529,93,1536.0
b5,Rios v. Marshall,1537,94,1561.0
b5,"Phonetele, Inc. v. American Tel. & Tel. Co.",1562,95,1603.0
b5,Arizona Downs v. Arizona Horsemen's Found.,1604,96,1616.0
b5,"North Carolina ex rel. Edminsten v. P. I. A. Asheville, Inc.",1617,97,1626.0
b5,Rosebrough Monument Co. v. Memorial Park Cemetery Asso.,1627,98,1645.0
b5,"Huron Valley Hospital, Inc. v. Pontiac",1646,99,1652.0
b5,"United States v. Studiengesellschaft Kohle, m.b.H",1653,100,
b6,Ronwin v. State Bar of Arizona,21,1,37.0
b6,"Gilbuilt Homes, Inc. v. Continental Homes of New England, etc.",38,2,42.0
b6,"Anziulewicz v. Bluefield Community Hospital, Inc.",43,3,47.0
b6,Warner Bros. v. Wilkinson,48,4,54.0
b6,In re Mid-Atlantic Toyota Antitrust Litigation,55,5,57.0
b6,Australia/Eastern U. S. A. Shipping Conference v. United States,58,6,72.0
b6,Bruno v. Superior Court,73,7,86.0
b6,"J.T. Gibbons, Inc. v. Crawford Fitting Co.",87,8,117.0
b6,"Bradley Auto Wash Sales, Inc. v. BP Oil, Inc.",118,9,124.0
b6,"Howell Industries, Inc. v. Sharon Steel Corp.",125,10,135.0
b6,"Metropolitan Government of Nashville & Davidson County v. Ashland Oil, Inc.",136,11,141.0
b6,"Bartleys Town & Country Shops, Inc. v. Dillingham Corp.",142,12,165.0
b6,"Turf Paradise, Inc. v. Arizona Downs",166,13,178.0
b6,"Galardo v. AMP, Inc.",179,14,189.0
b6,"C.G. Dairies, Inc. v. Wholesale Tobacco Distribs. of N.Y., Inc.",190,15,192.0
b6,"Consultants & Adm'rs, Inc. v. Dep't of Ins.",193,16,197.0
b6,Fleming v. FTC,198,17,205.0
b6,Nuttall v. Dowell,206,18,219.0
b6,Hallie v. Chippewa Falls,220,19,226.0
b6,"Shop & Save Food Markets, Inc. v. Pneumo Corp.",227,20,232.0
b6,"Larry V. Muko, Inc. v. Southwestern Pennsylvania Bldg. & Constr. Trades Council",233,21,253.0
b6,"R. C. Dick Geothermal Corp. v. Thermogenics, Inc.",254,22,264.0
b6,"Com-Tel, Inc. v. Du Kane Corp.",265,23,276.0
b6,Central Chemical Corp. v. Agrico Chemical Co.,277,24,299.0
b6,"Home Box Office, Inc. v. Directors Guild of America, Inc.",300,25,334.0
b6,Pinney Dock & Transp. Co. v. Penn Cent. Corp.,335,26,350.0
b6,Partee v. San Diego Chargers Football Co.,351,27,359.0
b6,General Cinema Corp. v. Buena Vista Distribution Co.,360,28,397.0
b6,"Melso v. Texaco, Inc.",398,29,413.0
b6,"CHAR CREWS, INC. v. CHRISTOFLE SILVER, INC.",414,30,417.0
b6,"Batavia, Naperville, etc. v. Federal Energy Regulatory Com.",418,31,447.0
b6,"Batavia, Naperville, etc. v. Federal Energy Regulatory Com.",448,32,477.0
b6,"Roberts v. Sears, Roebuck & Co.",478,33,484.0
b6,"Business Foods Service, Inc. v. Food Concepts Corp.",485,34,491.0
b6,American Production Welding Corp. v. Zurich-American Ins. Co.,492,35,494.0
b6,Borden v. FTC,495,36,517.0
b6,Whittaker Corp. v. Edgar,518,37,537.0
b6,In re Chicken Antitrust Litig. Am. Poultry,538,38,552.0
b6,Council of North Atlantic Shipping Assos. v. Federal Maritime Com.,553,39,576.0
b6,"Phil Tolkan Datsun, Inc. v. Greater Milwaukee Datsun Dealers' Advertising Asso.",577,40,587.0
b6,United States v. National Asso. of Broadcasters,588,41,611.0
b6,Consol. Dairy Prods. Co. v. Bar-T Ranch Dairy,612,42,621.0
b6,Kirkwood v. Union Electric Co.,622,43,633.0
b6,"Satellite T Associate v. Continental Cablevision of Virginia, Inc.",634,44,642.0
b6,Ostrofe v. H. S. Crocker Co.,643,45,657.0
b6,"Hopkinsville Cable TV, Inc. v. Pennyroyal Cablevision, Inc.",658,46,664.0
b6,People ex rel. Scott v. College Hills Corp.,665,47,676.0
b6,Proctor v. State Farm Mut. Auto. Ins. Co.,677,48,714.0
b6,"United States v. Ashland-Warren, Inc.",715,49,735.0
b6,C & K Coal Co. v. United Mine Workers,736,50,761.0
b6,"Consolidated Terminal Systems, Inc. v. ITT World Communications, Inc.",762,51,770.0
b6,"F.E.L. Publ'ns, Ltd. v. Catholic Bishop of Chi.",771,52,783.0
b6,"Van Schaick v. Church of Scientology, Inc.",784,53,804.0
b6,Kypta v. McDonald's Corp.,805,54,810.0
b6,"Forro Precision, Inc. v. IBM",811,55,828.0
b6,"Southway Theatres, Inc. v. Georgia Theatre Co.",829,56,847.0
b6,"United States v. Southern Motor Carriers Rate Conference, Inc.",848,57,865.0
b6,Mid-America Regional Bargaining Asso. v. Will County Carpenters Dist. Council,866,58,885.0
b6,McDonald v. Johnson & Johnson,886,59,959.0
b6,United States v. Baltimore & O. R.,960,60,974.0
b6,"Clipper Exxpress v. Rocky Mountain Motor Tariff Bureau, Inc.",975,61,1002.0
b6,Clipper Exxpress v. Rocky Mt. Motor Tariff Bureau,1003,62,1023.0
b6,"Lynch Display Corp. v. Nat'l Souvenir Center, Inc.",1024,63,1030.0
b6,"Sports Center, Inc. v. Riddell, Inc.",1031,64,1038.0
b6,White & White v. Am. Hosp. Supply Corp.,1039,65,1121.0
b6,"Hirsh v. Martindale-Hubbell, Inc.",1122,66,1130.0
b6,"Ohio Public Interest Campaign v. Fisher Foods, Inc.",1131,67,1143.0
b6,"Taylor Machine Works, Inc. v. Philadelphia Lift Truck Corp.",1144,68,1149.0
b6,"Associates Capital Services Corp. v. Fairway Private Cars, Inc.",1150,69,1158.0
b6,Perry v. Hartz Mountain Corp.,1159,70,1164.0
b6,"James R. Snyder Co. v. Associated General Contractors, etc.",1165,71,1184.0
b6,Gold Cross Ambulance v. City of Kansas City,1185,72,1205.0
b6,Virginia Academy of Clinical Psychologists v. Blue Shield of Virginia,1206,73,1229.0
b6,Pomanowski v. Monmouth County Bd. of Realtors,1230,74,1239.0
b6,"Twin City Sportservice, Inc. v. Charles O. Finley & Co.",1240,75,1265.0
b6,Capital Tel. Co. v. Pattersonville Tel. Co.,1266,76,1275.0
b6,Am. Soc'y of Mech. Eng'Rs v. Hydrolevel Corp.,1276,77,1300.0
b6,Euster v. Eagle Downs Racing Ass'n,1301,78,1307.0
b6,National Electrical Contractors Asso. v. National Constructors Asso.,1308,79,1321.0
b6,"Repp v. F.E.L. Publ'ns, Ltd.",1322,80,1329.0
b6,Rosack v. Volvo of Am. Corp.,1330,81,1348.0
b6,Henderson Broadcasting Corp. v. Houston Sports Asso.,1349,82,1359.0
b6,Pope v. Intermountain Gas Co.,1360,83,1390.0
b6,Daishowa International v. North Coast Export Co.,1391,84,1400.0
b6,"People v. North Ave. Furniture & Appliance, Inc.",1401,85,1410.0
b6,"Friendship Materials, Inc. v. Michigan Brick, Inc.",1411,86,1417.0
b6,Neumann v. Vidal,1418,87,1425.0
b6,"FRESCHI v. GRAND COAL VENTURE, BANDLER & KASS",1426,88,1435.0
b6,"People v. Dairylea Cooperative, Inc.",1436,89,1445.0
b6,"Metrix Warehouse, Inc. v. Daimler-Benz Aktiengesellschaft",1446,90,1475.0
b6,Union Carbide Corp. v. Superior Court,1476,91,1481.0
b6,"Kaiser Aluminum & Chemical Sales, Inc. v. Avondale Shipyards, Inc.",1482,92,1501.0
b6,State Farm Fire & Casualty Co. v. Estate of Caton,1502,93,1520.0
b6,State v. Glen & Mohawk Milk Asso.,1521,94,1527.0
b6,"National Business Lists, Inc. v. Dun & Bradstreet, Inc.",1528,95,1532.0
b6,"WTWV, Inc. v. National Football League",1533,96,1538.0
b6,Ariz. v. Maricopa County Medical Soc.,1539,97,1563.0
b6,Blue Shield of Va. v. McCready,1564,98,1584.0
b6,"McNulty v. Borden, Inc.",1585,99,1593.0
b6,Carlson Mach. Tools v. American Tool,1594,100,
b7,"Vespa of America Corp. v. Bajaj Auto, Ltd.",21,1,30.0
b7,American Institute of Chemical Engineers v. Reber-Friel Co.,31,2,48.0
b7,Union Labor Life Ins. Co. v. Pireno,49,3,63.0
b7,"Dimmitt Agri Indus., Inc. v. CPC Int'l, Inc.",64,4,85.0
b7,"Bense v. Interstate Battery System, Inc.",86,5,91.0
b7,Miller v. Oregon Liquor Control Com.,92,6,98.0
b7,"Boccardo v. Safeway Stores, Inc.",99,7,109.0
b7,Iowa v. Scott & Fetzer Co.,110,8,119.0
b7,"Bayou Bottling, Inc. v. Dr. Pepper Co.",120,9,133.0
b7,Guar. Carpet Cleaning & Dye Co. v. Gann,134,10,136.0
b7,Ohio-Sealy Mattress Mfg. Co. v. Kaplan,137,11,154.0
b7,"Betaseed, Inc. v. U & I, Inc.",155,12,188.0
b7,Siegel Oil Co. v. Gulf Oil Corp.,189,13,197.0
b7,Crowl Distributing Corp. v. Singer Co.,198,14,203.0
b7,Moore v. Jas. H. Matthews & Co.,204,15,216.0
b7,"United States v. Mercedes-Benz of N. Am., Inc.",217,16,220.0
b7,"Net Realty Holding Trust v. Franconia Properties, Inc.",221,17,230.0
b7,Bennett v. Berg,231,18,245.0
b7,United States v. American Tel. & Tel. Co.,246,19,352.0
b7,"Boccardo v. Safeway Stores, Inc.",353,20,367.0
b7,"United States v. American Technical Industries, Inc.",368,21,381.0
b7,"Harper v. New Japan Sec. International, Inc.",382,22,390.0
b7,Buffalo Broad. Co. v. ASCAP,391,23,411.0
b7,Michigan Asso. of Psychotherapy Clinics v. Blue Cross & Blue Shield,412,24,426.0
b7,Committee for Independent P-I v. Smith,427,25,437.0
b7,Pao v. Holy Redeemer Hospital,438,26,449.0
b7,Clark Oil & Refining Corp. v. Ashcroft,450,27,454.0
b7,Conrac Corp. v. American Tel. & Tel. Co.,455,28,459.0
b7,"Curtis v. Campbell-Taggart, Inc.",460,29,463.0
b7,"Invictus Records, Inc. v. American Broadcasting Cos.",464,30,488.0
b7,"RCM Supply Co. v. Hunter Douglas, Inc.",489,31,499.0
b7,OLYMPIC DISTRIBS. v. PERKINS CO.,500,32,519.0
b7,"Ricky Smith Pontiac, Inc. v. Subaru of New England, Inc.",520,33,541.0
b7,"Limeco, Inc. v. Division of Lime of Mississippi Dep't of Agriculture & Commerce",542,34,548.0
b7,"Anchorage v. Hitachi Cable, Ltd.",549,35,563.0
b7,"Tenneco, Inc. v. Ftc",564,36,583.0
b7,In re Corrugated Container Antitrust Litigation,584,37,603.0
b7,Hyde v. Jefferson Parish Hosp. Dist. No. 2,604,38,613.0
b7,McElhinney v. Medical Protective Co.,614,39,628.0
b7,"T.A.M., Inc. v. Gulf Oil Corp.",629,40,639.0
b7,"Burlington Indus., Inc. v. Milliken & Co.",640,41,656.0
b7,In re Uranium Antitrust Litigation,657,42,667.0
b7,Continental T.V. v. G.T.E. Sylvania,668,43,676.0
b7,"Rowe Furniture Corp. v. Serta, Inc.",677,44,689.0
b7,Independence Tube Corp. v. Copperweld Corp.,690,45,712.0
b7,Pinney Dock & Transp. Co. v. Penn Cent. Corp.,713,46,734.0
b7,People v. Elmhurst Milk & Cream Co.,735,47,751.0
b7,"RURAL ELEC. CO. v. CHEYENNE LIGHT, FUEL & POWER CO.",752,48,755.0
b7,Derish v. San Mateo-Burlingame Bd. of Realtors,756,49,762.0
b7,Hospital Bldg. Co. v. Trustees of Rex Hospital,763,50,771.0
b7,"Hewitt v. Joyce Beverages of Wisconsin, Inc.",772,51,779.0
b7,Rohm & Haas Co. v. Dawson Chem. Co.,780,52,909.0
b7,"Argus, Inc. v. Eastman Kodak Co.",910,53,925.0
b7,"Bos Material Handling, Inc. v. Crown Controls Corp.",926,54,938.0
b7,D & S Redi-Mix v. Sierra Redi-Mix & Contracting Co.,939,55,944.0
b7,"Trident Neuro-Imaging Laboratory v. Blue Cross & Blue Shield, Inc.",945,56,953.0
b7,Marrese v. American Academy of Orthopaedic Surgeons,954,57,969.0
b7,PPG Indus. v. Celanese Polymer Specialties Co.,970,58,972.0
b7,"Green v. Associated Milk Producers, Inc.",973,59,978.0
b7,Health Care Plan v. West Jersey Hospital,979,60,984.0
b7,Mid-South Grizzlies v. National Football League,985,61,1001.0
b7,Lansdale v. Philadelphia Electric Co.,1002,62,1009.0
b7,"K & R Leasing Corp. v. General Motors Corp., Oldsmobile Div.",1010,63,1019.0
b7,Anglin v. Blue Shield,1020,64,1027.0
b7,Damon Corp. v. Geheb,1028,65,1033.0
b7,Palmer v. Roosevelt Lake Log Owners Asso.,1034,66,1042.0
b7,"Grip-Pak, Inc. v. Ill. Tool Works, Inc.",1043,67,1055.0
b7,Kolling v. Dow Jones & Co.,1056,68,1075.0
b7,Neyens v. Roth,1076,69,1082.0
b7,Williams v. Curtiss-Wright Corp.,1083,70,1088.0
b7,"El Cid, Ltd. v. New Jersey Zinc Co.",1089,71,1097.0
b7,In re Corrugated Container Antitrust Litigation,1098,72,1112.0
b7,Zoslaw v. MCA Distributing Corp.,1113,73,1138.0
b7,"USM Corp. v. SPS Techs., Inc.",1139,74,1148.0
b7,"Gianna Enterprises v. Miss World (Jersey), Ltd.",1149,75,1161.0
b7,Myers v. American Dental Asso.,1162,76,1190.0
b7,"Perington Wholesale, Inc. v. Burger King Corp.",1191,77,1200.0
b7,Reddy v. Community Health Found. of Man,1201,78,1219.0
b7,"Marietta Packaging Co. v. Guest Supply, Inc.",1220,79,1225.0
b7,Scott v. Sioux City,1226,80,1229.0
b7,Paschall v. Kansas City Star Co.,1230,81,1254.0
b7,Southern Pac. Communications Co. v. American Tel. & Tel. Co.,1255,82,1301.0
b7,S. Pac. Communications Co. v. Am. Tel. & Tel. Co.,1302,83,1369.0
b7,"Levinson v. Maison Grande, Inc.",1370,84,1371.0
b7,Fulton v. Plumbers & Steamfitters,1372,85,1379.0
b7,Sunshine Books v. Temple Univ.,1380,86,1389.0
b7,"Midwestern Waffles, Inc. v. Waffle House, Inc.",1390,87,1401.0
b7,Oberweis Dairy v. Associated Milk Producers,1402,88,1414.0
b7,A.L. Adams Constr. Co. v. Georgia Power Co.,1415,89,1425.0
b7,"Deak-Perera Hawaii, Inc. v. Department of Transp.",1426,90,1447.0
b7,Gutstein v. McDermott,1448,91,1455.0
b7,MCI Communications Corp. v. American Tel. & Tel. Co.,1456,92,1570.0
b7,Three Phoenix Co. v. Pace Indus.,1571,93,1580.0
b7,"University Life Ins. Co. v. Unimarc, Ltd.",1581,94,1588.0
b7,"Coastal States Marketing, Inc. v. Hunt",1589,95,1607.0
b7,Dotolo v. Schouten,1608,96,1611.0
b7,"Laurence J. Gordon, Inc. v. Brandt, Inc.",1612,97,1638.0
b7,"Joyce Beverages of New York, Inc. v. Royal Crown Cola Co.",1639,98,1648.0
b7,"Double H Plastics, Inc. v. Sonoco Products Co.",1649,99,1662.0
b7,"Glen Eden Hospital, Inc. v. Blue Cross & Blue Shield",1663,100,
b8,"Level I Sportswear, Inc. v. Chaikin",21,1,29.0
b8,Barry Wright Corp. v. Pacific Scientific Corp.,30,2,38.0
b8,General Business Systems v. North American Philips Corp.,39,3,54.0
b8,"Litton Systems, Inc. v. American Tel. & Tel. Co.",55,4,94.0
b8,"JBL Enterprises, Inc. v. Jhirmack Enterprises, Inc.",95,5,103.0
b8,"Nesglo, Inc. v. Chase Manhattan Bank, N.A.",104,6,120.0
b8,Lee v. Cercoa,121,7,123.0
b8,Suburban Restoration Co. v. ACMAT Corp.,124,8,127.0
b8,"Honolulu v. Hawaii Newspaper Agency, Inc.",128,9,140.0
b8,Transamerica Computer Co. v. International Business Machines Corp.,141,10,154.0
b8,Hallie v. Eau Claire,155,11,165.0
b8,Associated General Contractors v. Cal. State Council of Carpenters,166,12,191.0
b8,"Foremost Pro Color, Inc. v. Eastman Kodak Co.",192,13,208.0
b8,Danou v. Kroger Co.,209,14,216.0
b8,Konik v. Champlain Valley Physicians Hosp. Medical Ctr.,217,15,238.0
b8,Northrop Corp. v. McDonnell Douglas Corp.,239,16,271.0
b8,"Tom Lazio Fish Co. v. Castle & Cooke, Inc.",272,17,275.0
b8,Klamath-Lake Pharmaceutical Ass'n v. Klamath Medical Serv. Bureau,276,18,293.0
b8,"DEAK-PERERA HAWAII, INC. v. DOT",294,19,307.0
b8,"People v. Automotive Service Councils, Inc.",308,20,317.0
b8,"Laker Airways, Ltd. v. Pan American World Airways",318,21,333.0
b8,"Lease Lights, Inc. v. Public Service Co.",334,22,341.0
b8,"Rural Electric Co. v. Cheyenne Light, Fuel & Power Co.",342,23,349.0
b8,"Bostick Oil Co. v. Michelin Tire Corp., Commercial Div.",350,24,364.0
b8,"L.A. Draper & Son, Inc. v. Wheelabrator-Frye, Inc.",365,25,375.0
b8,Affiliated Capital Corp. v. Houston,376,26,390.0
b8,"Pennsylvania v. Mid-Atlantic Toyota Distributors, Inc.",391,27,399.0
b8,Smith v. Northern Mich. Hosps.,400,28,413.0
b8,M & H Tire Co. v. Hoosier Racing Tire Corp.,414,29,432.0
b8,Chipanno v. Champion International Corp.,433,30,438.0
b8,"Charley's Taxi Radio Dispatch Corp. v. Sida of Hawaii, Inc.",439,31,451.0
b8,In re Mid-Atlantic Toyota Antitrust Litigation,452,32,480.0
b8,"Dart Industries, Inc. v. Plunkett Co. of Oklahoma, Inc.",481,33,485.0
b8,Schacht v. Brown,486,34,506.0
b8,United States v. Southern Motor Carriers Rate Conference,507,35,526.0
b8,United States v. Missouri Valley Constr. Co.,527,36,534.0
b8,"CARTER-WALLACE, INC. v. HARTZ MT. INDUS.",535,37,541.0
b8,"AB Iro v. Otex, Inc.",542,38,597.0
b8,Committee for Independent P-I v. Hearst Corp.,598,39,614.0
b8,"Interface Group, Inc. v. Gordon Publications, Inc.",615,40,624.0
b8,"U. S. Audio & Copy Corp. v. Philips Business Systems, Inc.",625,41,641.0
b8,"Walker v. Bruno's, Inc.",642,42,661.0
b8,Gold Cross Ambulance & Transfer v. Kansas City,662,43,673.0
b8,"MLC, Inc. v. North American Philips Corp.",674,44,686.0
b8,Vial v. First Commerce Corp.,687,45,702.0
b8,"J.T. Gibbons, Inc. v. Crawford Fitting Co.",703,46,718.0
b8,Kimmel v. Peterson,719,47,747.0
b8,In re Fertilizer Antitrust Litigation,748,48,752.0
b8,Marrese v. American Academy of Orthopaedic Surgeons,753,49,762.0
b8,Board of Regents v. National Collegiate Athletic Asso.,763,50,782.0
b8,Hayden Pub. Co. v. Cox Broadcasting Corp.,783,51,794.0
b8,In re Petroleum Products Antitrust Litigation,795,52,797.0
b8,"Stearns v. Genrad, Inc.",798,53,810.0
b8,In re Mid-Atlantic Toyota Antitrust Litigation,811,54,824.0
b8,Broad. Music v. T & D Enters.,825,55,825.0
b8,Frontier Title Co. v. Chi. Title Ins. Co.,826,56,837.0
b8,Furlong v. Long Island College Hospital,838,57,843.0
b8,"Sun Newspapers, Inc. v. Omaha World-Herald Co.",844,58,863.0
b8,"Saxe, Bacon & Bolan, P.C. v. Martindale-Hubbell, Inc.",864,59,867.0
b8,Scott v. Sioux City,868,60,872.0
b8,Lotter v. Collagen Corp.,873,61,877.0
b8,Pinney Dock & Transp. Co. v. Penn Cent. Corp.,878,62,908.0
b8,Lamoille v. R. Co.,909,63,949.0
b8,Feather v. United Mine Workers,950,64,964.0
b8,"FTC v. Manufacturers Hanover Consumer Services, Inc.",965,65,969.0
