pdf,Title,Court,Date,No,page,Court_level,Argued,Decided,Others
b3,"Anti-Monopoly, Inc. v. Gen. Mills Fun Grp.",United States Court of Appeals for the Ninth Circuit,20-Dec-79,No. 77-2302,62,Appeal,,,1979/12/20
b3,Exxon Corp. v. Georgia Asso. of Petroleum Retailers,"United States District Court for the Northern District of Georgia, Atlanta Division",28-Dec-79,"Civ. A. Nos. 78-982 A, 78-1077 A",74,District,,,1979/12/28
b3,United States v. Azzarelli Constr. Co.,United States Court of Appeals for the Seventh Circuit,"November 8, 1979, Argued ; December 28, 1979, Decided","Nos. 79-1348, 79-1349",91,Appeal,1979/11/8,1979/12/28,
b3,"Blair Foods, Inc. v. Ranchers Cotton Oil",United States Court of Appeals for the Ninth Circuit,2-Jan-80,No. 77-3439,101,Appeal,,,1980/01/02
b3,"Schwegmann Bros. Giant Super Markets v. Almaden Vineyards, Inc.",United States District Court for the Eastern District of Louisiana.,"January 3, 1980, Filed",Civil Action No. 74-1676.,111,District,,,1980/01/03
b3,"A. D. M. Corp. v. Sigma Instruments, Inc.",United States District Court for the District of Massachusetts,4-Jan-80,CA 78-288-T,123,District,,,1980/01/04
b3,"Broad. Music, Inc. v. Moor-Law, Inc.",United States District Court for the District of Delaware,4-Jan-80,Civ. A. No. 77-325,128,District,,,1980/01/04
b3,"Cowley v. Braden Industries, Inc.",United States Court of Appeals for the Ninth Circuit,8-Jan-80,No. 77-3272,141,Appeal,,,1980/01/08
b3,FTC v. Turner,United States Court of Appeals for the Fifth Circuit,9-Jan-80,No. 78-2932,147,Appeal,,,1980/01/09
b3,Cleveland v. Cleveland Electric Illuminating Co.,"United States District Court for the Northern District of Ohio, Eastern Division",15-Jan-80,Civ. A. No. C75-560,159,District,,,1980/01/15
b3,"Zoslaw v. Columbia Broadcasting System, Inc.",United States District Court for the Northern District of California,17-Jan-80,No. C-75-0007 RFP,172,District,,,1980/01/17
b3,Carl Wagner & Sons v. Appendagez,United States District Court for the Southern District of New York,22-Jan-80,No. 76 Civ. 3619-CSH,188,District,,,1980/01/22
b3,Guild Wineries & Distilleries v. J. Sosnick & Son,"Court of Appeal of California, First Appellate District, Division Four",29-Jan-80,Civ. No. 42953,205,Appeal,,,1980/01/29
b3,In re Midwest Milk Monopolization Litigation,Judicial Panel On Multidistrict Litigation,29-Jan-80,No. 83,218,Multidistrict,,,1980/01/29
b3,Donald B. Rice Tire Co. v. Michelin Tire Corp.,United States District Court for the District of Maryland,30-Jan-80,Civ. No. Y-78-209,220,District,,,1980/01/30
b3,"First Beverages, Inc. v. Royal Crown Cola Co.",United States Court of Appeals for the Ninth Circuit,30-Jan-80,"Nos. 77-3536, 78-1050",233,Appeal,,,1980/01/30
b3,Ohio-Sealy Mattress Mfg. Co. v. Duncan,"United States District Court for the Northern District of Illinois, Eastern Division",30-Jan-80,No. 79 C 2741,246,District,,,1980/01/30
b3,"Suburban Mobile Homes, Inc. v. AMFAC Communities, Inc.","Court of Appeal of California, First Appellate District, Division Two",30-Jan-80,Civ. No. 40428,263,Appeal,,,1980/01/30
b3,Younger v. Jensen,Supreme Court of California,31-Jan-80,L.A. No. 31024,277,Supreme,,,1980/01/31
b3,Ampex Corp. v. Memorex Corp.,United States District Court for the Northern District of California,1-Feb-80,No. C-74-2349,300,District,,,1980/02/01
b3,"Snelling & Snelling, Inc. v. Dupay Enters.","Court of Appeals of Arizona, Division Two",12-Feb-80,No. 2 CA-CIV 3376,307,Appeal,,,1980/02/12
b3,"Mid-Nebraska Bancshares, Inc. v. Board of Governors of Federal Reserve System",United States Court of Appeals for the District of Columbia Circuit,"October 1, 1979, Argued ; February 15, 1980, Decided",No. 78-1658,312,Appeal,1979/10/1,1980/2/15,
b3,State v. Ginzburg,"Supreme Court of New York, Special Term, New York County",19-Feb-80,No Number in Original,322,Supreme,,,1980/02/19
b3,Coldwell Banker & Co. v. Department of Insurance,"Court of Appeal of California, Second Appellate District, Division Four",21-Feb-80,Civ. No. 55067,327,Appeal,,,1980/02/21
b3,"Engine Specialties, Inc. v. Bombardier, Ltd.",United States Court of Appeals for the First Circuit,"October 9, 1979, Submitted ; February 21, 1980, Decided",No. 78-1492,350,Appeal,,1980/2/21,1979/10/09
b3,Transitron Electronic Corp. v. Hughes Aircraft Co.,United States District Court for the District of Massachusetts,22-Feb-80,Civ. A. No. 70-484-MA,354,District,,,1980/02/22
b3,Ai v. Frank Huff Agency,Supreme Court of Hawaii,6-Mar-80,No. 7039,377,Supreme,,,1980/03/06
b3,In re Data Corp.,United States District Court for the Northern District of California,7-Mar-80,M.D.L. No. 369 WHO,390,District,,,1980/03/07
b3,United States v. Federal Communications Com.,United States Court of Appeals for the District of Columbia Circuit,"September 24, 1979, Argued en banc ; March 7, 1980, Decided","No. 77-1249, No. 77-1252, No. 77-1253, No. 77-1254",425,Appeal,1979/9/24,1980/3/7,
b3,Arizona v. Maricopa County Medical Soc.,United States Court of Appeals for the Ninth Circuit,20-Mar-80,"Nos. 79-3427, 79-3612",498,Appeal,,,1980/03/20
b3,TV Signal Co. v. American Tel. & Tel.,United States Court of Appeals for the Eighth Circuit,"October 9, 1979, Submitted ; March 20, 1980, Decided",No. 79-1280,515,Appeal,,1980/3/20,1979/10/09
b3,"Tennessee ex rel. Leech v. Highland Memorial Cemetery, Inc.","United States District Court for the Eastern District of Tennessee, Northern Division",26-Mar-80,Civ. No. 3-79-430,526,District,,,1980/03/26
b3,"Missouri v. National Organization for Women, Inc.",United States Court of Appeals for the Eighth Circuit,"November 7, 1979, Submitted ; March 28, 1980, Decided",No. 79-1379,529,Appeal,,1980/3/28,1979/11/07
b3,Bogosian v. Gulf Oil Corp.,United States District Court for the Eastern District of Pennsylvania.,"March 31, 1980.",Civil Class Action Nos. 71-1137 and 71-2543.,556,District,,,1980/03/31
b3,"Frank v. Kraft, Inc.",United States District Court for the Eastern District of Wisconsin,1-Apr-80,Civil Action No. 79-C-26,561,District,,,1980/04/01
b3,CBS v. Am. Soc'y of Composers,United States Court of Appeals for the Second Circuit,"November 20, 1979, Argued ; April 3, 1980, Decided","No. 120, Docket 75-7600",568,Appeal,1979/11/20,1980/4/3,
b3,Golob & Sons v. Schaake Packing Co.,Supreme Court of Washington,3-Apr-80,No. 46549,577,Supreme,,,1980/04/03
b3,De Jong Packing Co. v. United States Dep't of Agriculture,United States Court of Appeals for the Ninth Circuit,7-Apr-80,"Nos. 77-2722, 77-2979",584,Appeal,,,1980/04/07
b3,"Carpet Seaming Tape Licensing Corp. v. Best Seam, Inc.",United States Court of Appeals for the Ninth Circuit,9-Apr-80,"Nos. 77-3721, 77-3722",596,Appeal,,,1980/04/09
b3,Hillside Dairy Co. v. Fairmont Foods Co.,"United States District Court for the Northern District of Ohio, Eastern Division.","April 10, 1980, Filed",No. C 69-212.,608,District,,,1980/04/10
b3,"Almeda Mall, Inc. v. Houston Lighting & Power Co.",United States Court of Appeals for the Fifth Circuit,11-Apr-80,No. 78-1586,612,Appeal,,,1980/04/11
b3,Smitty Baker Coal Co. v. United Mine Workers,United States Court of Appeals for the Fourth Circuit,"June 4, 1979, Argued ; April 11, 1980, Decided","Nos. 78-1814, 78-1815",627,Appeal,1979/6/4,1980/4/11,
b3,Zenith Radio Corp. v. Matsushita Elec. Indus. Co.,United States District Court for the Eastern District of Pennsylvania,14-Apr-80,"Civ. A. Nos. 74-2451, 74-3247, MDL No. 189",654,District,,,1980/04/14
b3,Zenith Radio Corp. v. Matsushita Elec. Indus. Co.,United States District Court for the Eastern District of Pennsylvania,14-Apr-80,"Civ. A. Nos. 74-2451, 74-3247, MDL No. 189",685,District,,,1980/04/14
b3,Gainesville v. Florida Power & Light Co.,"United States District Court for the Southern District of Florida, Miami Division",18-Apr-80,No. 79-5101-Civ-JLK,741,District,,,1980/04/18
b3,Cantor v. Detroit Edison Co.,"United States District Court for the Eastern District of Michigan, Southern Division",30-Apr-80,Civ. A. No. 4-70026,766,District,,,1980/04/30
b3,"Mid-Texas Communications Systems, Inc. v. American Tel. & Tel. Co.",United States Court of Appeals for the Fifth Circuit,1-May-80,No. 79-1221,783,Appeal,,,1980/05/01
b3,Zenith Radio Corp. v. Matsushita Elec. Indus. Co.,United States District Court for the Eastern District of Pennsylvania,5-May-80,"Civ. A. No. 74-2451, MDL No. 189",801,District,,,1980/05/05
b3,Cesnik v. Chrysler Corp.,"United States District Court for the Middle District of Tennessee, Nashville Division",6-May-80,No. 77-3313,813,District,,,1980/05/06
b3,"Moles v. Morton F. Plant Hospital, Inc.",United States District Court for the Middle District of Florida Tampa Division,10-May-80,Case No. 76-574-Civ-T-Y,825,District,,,1980/05/10
b3,"Yentsch v. Texaco, Inc.",United States Court of Appeals for the Second Circuit,"February 11, 1980, Argued ; May 12, 1980, Decided","Nos. 698, 772, Dockets 79-7735, 79-7746",832,Appeal,1980/2/11,1980/5/12,
b3,United States v. B. F. Goodrich Co.,United States Court of Appeals for the Ninth Circuit,22-May-80,No. 79-4009,846,Appeal,,,1980/05/22
b3,"H. A. Artists & Associates, Inc. v. Actors Equity Asso.",United States Court of Appeals for the Second Circuit,"March 14, 1980, Argued ; May 23, 1980, Decided","No. 875, Docket 79-7821",850,Appeal,1980/3/14,1980/5/23,
b3,Cmty. Communications Co. v. Boulder,United States Court of Appeals for the Tenth Circuit,28-May-80,No. 80-1348,854,Appeal,,,1980/05/28
b3,Borger v. Yamaha International Corp.,United States Court of Appeals for the Second Circuit,"December 13, 1979, Argued ; May 29, 1980, Decided","No. 541, Docket 79-7447",871,Appeal,1979/12/13,1980/5/29,
b3,"Hester v. Martindale-Hubbell, Inc.","United States District Court for the Eastern District of North Carolina, Raleigh Division",29-May-80,No. 76-0048-CIV-5,880,District,,,1980/05/29
b3,Midland Telecasting Co. v. Midessa Television Co.,United States Court of Appeals for the Fifth Circuit,"May 29, 1980, Decided",No. 78-2515.,890,Appeal,,1980/5/29,
b3,Minnesota-Iowa Television Co. v. Watonwan T.V. Improv. Asso.,Supreme Court of Minnesota,30-May-80,"Nos. 50290, 50348",899,Supreme,,,1980/05/30
b3,National Union Elec. Corp. v. Matsushita Elec. Indus. Co.,United States District Court for the Eastern District of Pennsylvania,3-Jun-80,"Civ. A. No. 74-3274, M.D.L. No. 189",914,District,,,1980/06/03
b3,"Purity Supreme, Inc. v. Attorney Gen.",Supreme Judicial Court of Massachusetts,"February 7, 1980, Argued ; June 3, 1980, Decided",No Number in Original,934,Supreme,1980/2/7,1980/6/3,
b3,"Executone of Philadelphia, Inc. v. Pennsylvania Public Utility Com.",Commonwealth Court of Pennsylvania,"April 11, 1980, Argued ; June 6, 1980, Decided",No. 831 C.D. 1979,950,Commonwealth,1980/4/11,1980/6/6,
b3,"Robert's Waikiki U-Drive, Inc. v. Budget Rent-A-Car Systems, Inc.",United States District Court for the District of Hawaii,9-Jun-80,Civ. No. 77-0009,955,District,,,1980/06/09
b3,"International Travel Arrangers, Inc. v. Western Airlines, Inc.",United States Court of Appeals for the Eighth Circuit,"January 15, 1980, Submitted ; June 10, 1980, Decided",No. 79-1221,987,Appeal,,1980/6/10,1980/01/15
b3,Pomanowski v. Monmouth County Bd. of Realtors,"Superior Court of New Jersey, Chancery Division, Monmouth County","June 11, 1980, Decided",C-3479-76,1014,Superior,,1980/6/11,
b3,"Jou-Jou Designs, Inc. v. International Ladies Garment Workers Union",United States District Court for the Southern District of New York,12-Jun-80,No. 80 Civ. 3028-CSH,1019,District,,,1980/06/12
b3,"Soo Hardwoods, Inc. v. Universal Oil Products Co.","United States District Court for the Western District of Michigan, Northern Division",12-Jun-80,No. M74-67 CA3,1036,District,,,1980/06/12
b3,"Tim W. Koerner & Associates, Inc. v. Aspen Labs, Inc.","United States District Court for the Southern District of Texas, Houston Division",12-Jun-80,Civ. A. No. H-77-1597,1040,District,,,1980/06/12
b3,Brown v. Cameron-Brown Co.,"United States District Court for the Eastern District of Virginia, Richmond Division.","June 13, 1980, Filed",Civil Action No. 78-0836-A.,1052,District,,,1980/06/13
b3,Chirikos v. Yellow Cab Co.,"Appellate Court of Illinois, First District, First Division","June 16, 1980, Filed",No. 79-288,1067,District,,,1980/06/16
b3,Virginia Academy of Clinical Psychologists v. Blue Shield of Virginia,United States Court of Appeals for the Fourth Circuit,"February 5, 1980, Argued ; June 16, 1980, Decided",No. 79-1345,1077,Appeal,1980/2/5,1980/6/16,
b3,Allied Int'l v. International Longshoremen's Ass'n,United States District Court for the District of Massachusetts,17-Jun-80,Civ. A. No. 80-584-S,1088,District,,,1980/06/17
b3,"Altemose Constr. Co. v. Atlantic, Cape May . . . Counties Bldg. Trades Council",United States District Court for the District of New Jersey,19-Jun-80,Civ. A. No. 79-2912,1093,District,,,1980/06/19
b3,In re Folding Carton Antitrust Litigation,"United States District Court for the Northern District of Illinois, Eastern Division.","June 26, 1980.",Master File No. MDL-250; Individual Action No. 78 C 102.,1106,District,,,1980/06/26
b3,Zenith Radio Corp. v. Matsushita Elec. Indus. Co.,United States District Court for the Eastern District of Pennsylvania,26-Jun-80,"MDL No. 189, Civ. A. No. 74-2451",1109,District,,,1980/06/26
b3,Feather v. United Mine Workers,United States District Court for the Western District of Pennsylvania,27-Jun-80,Civ. A. No. 76-955,1116,District,,,1980/06/27
b3,Grams v. Boss,Supreme Court of Wisconsin,"June 4, 1980, Argued ; June 27, 1980, Decided",No. 78-567,1134,Supreme,1980/6/4,1980/6/27,
b3,"Morse v. Swank, Inc.",United States District Court for the Southern District of New York,30-Jun-80,No. 77 Civ. 5185 (CHT),1149,District,,,1980/06/30
b3,Vermont International Petroleum Co. v. Amerada Hess Corp.,United States District Court for the Northern District of New York,1-Jul-80,"Nos. 75-CV-128, 75-CV-327",1156,District,,,1980/07/01
b3,Allied Artists Pictures Corp. v. Rhodes,"United States District Court for the Southern District of Ohio, Eastern Division",10-Jul-80,No. C-2-78-1031,1169,District,,,1980/07/10
b3,"Anderson Foreign Motors, Inc. v. New England Toyota Distributor, Inc.",United States District Court for the District of Massachusetts,10-Jul-80,Civ. A. No. 76-417-Mc,1216,District,,,1980/07/10
b3,"Havoco of America, Ltd. v. Shell Oil Co.",United States Court of Appeals for the Seventh Circuit,"November 27, 1979, Argued ; July 10, 1980, Decided",No. 79-1261,1225,Appeal,1979/11/27,1980/7/10,
b3,Clarke v. Amerada Hess Corp.,United States District Court for the Southern District of New York,15-Jul-80,No. 73 Civ. 4263 (JMC),1235,District,,,1980/07/15
b3,Katinsky v. Radio Shack Div. of Tandy Corp.,United States District Court for the District of New Jersey,24-Jul-80,Civ. No. 77-0462,1245,District,,,1980/07/24
b3,"Golden West Insulation, Inc. v. Stardust Inv. Corp.",Court of Appeals of Oregon,"March 28, 1980, Argued and submitted ; July 28, 1980",CA No. 13665,1254,Appeal,1980/3/28,,1980/07/28
b3,Northeastern Tel. Co. v. American Tel. & Tel. Co.,United States District Court for the District of Connecticut,30-Jul-80,Civ. A. No. B-75-319,1267,District,,,1980/07/30
b3,"State v. Lawn King, Inc.",Supreme Court of New Jersey,"February 20, 1980, Argued ; July 31, 1980, Decided",A-129,1289,Supreme,1980/2/20,1980/7/31,
b3,"State v. Hossan-Maxwell, Inc.",Supreme Court of Connecticut,"May 7, 1980, Argued ; August 5, 1980, Decided",No Number in Original,1309,Supreme,1980/5/7,1980/8/5,
b3,United States v. Colonial Chevrolet Corp.,United States Court of Appeals for the Fourth Circuit,"February 7, 1980, Argued ; August 12, 1980, Decided","Nos. 79-5237, 79-5238",1319,Appeal,1980/2/7,1980/8/12,
b3,Grendel's Den v. Goodwin,United States District Court for the District of Massachusetts,14-Aug-80,Civ. A. No. 77-3418-T,1328,District,,,1980/08/14
b3,Ingram Corp. v. J. Ray McDermott & Co.,United States District Court for the Eastern District of Louisiana,14-Aug-80,Civ. A. No. 79-2575,1341,District,,,1980/08/14
b3,"Hunt-Wesson Foods, Inc. v. Ragu Foods, Inc.",United States Court of Appeals for the Ninth Circuit,"December 5, 1979, Submitted ; August 15, 1980, Decided",No. 77-2286,1359,Appeal,,1980/8/15,1979/12/05
b3,Cleveland v. Cleveland Electric Illuminating Co.,"United States District Court for the Northern District of Ohio, Eastern Division",18-Aug-80,Civ. A. No. C75-560,1369,District,,,1980/08/18
