pdf,Title,Court,Date,No,page
a10,Evans v. S. S. Kresge Co.,United States Court of Appeals for the Third Circuit,"February 27, 1976, Argued ; November 2, 1976, Decided","Nos. 75-1782, 76-1181",168
a10,SmithKline Corp. v. Eli Lilly & Co.,United States District Court for the Eastern District of Pennsylvania,2-Nov-76,Civil Action No. 75-1102,183
a10,Manasen v. California Dental Services,United States District Court for the Northern District of California,"November 4, 1976, Filed",No. C-75-0329 WHO,228
a10,In re Clark Oil & Refining Corp. Antitrust Litigation,United States District Court for the Eastern District of Wisconsin,17-Nov-76,MDL Docket No. 140 (All Cases),240
a10,Rea Express v. Ala. G. S. R. Co.,United States District Court for the Southern District of New York,"November 18, 1976, Decided ; November 18, 1976, Filed",Docket No. 71 Civ. 4278,255
a10,United States v. Mrs. Smith's Pie Co.,United States District Court for the Eastern District of Pennsylvania,"November 19, 1976, Filed",Civil Action No. 74-419,272
a10,"Fair Housing Council, Inc. v. Eastern Bergen County Multiple Listing Service, Inc.",United States District Court for the District of New Jersey,22-Nov-76,Civ. A. No. 76-418,284
a10,"Krutsinger v. Mead Foods, Inc.",United States Court of Appeals for the Tenth Circuit,"November 23, 1976, Decided","Nos. 76-1196, 76-1250",300
a10,United States v. American Tel. & Tel. Co.,United States District Court for the District of Columbia,"November 24, 1976, Filed",Civil Action No. 74-1698,308
a10,"Knutson v. Daily Review, Inc.",United States Court of Appeals for the Ninth Circuit,2-Dec-76,"Nos. 74-2802, 74-3423",316
a10,"Timberlane Lumber Co. v. Bank of America, N.T. & S.A.",United States Court of Appeals for the Ninth Circuit,27-Dec-76,"Nos. 74-2142, 74-2354, 74-2812, 74-2813",338
a10,"Guerine v. J & W Invest., Inc.",United States Court of Appeals for the Fifth Circuit,3-Jan-77,No. 76-1572,357
a10,"Health Corp. of America, Inc. v. New Jersey Dental Asso.",United States District Court for the District of New Jersey,"January 5, 1977, Filed",Civil Action No. 75-2022,361
a10,Gutierrez v. E. & J. Gallo Winery Co.,United States District Court for the Northern District of California,11-Jan-77,No. C-75-0001 SW,366
a10,"Weinberg v. Federated Dep't Stores, Inc.",United States District Court for the Northern District of California,"January 11, 1977, Filed","Nos. C-76-867 SW, C-76-869 SW, C-76-1110 SW, C-76-1363 SW, C-76-1429 SW",375
a10,Hunt v. Mobil Oil Corp.,United States Court of Appeals for the Second Circuit,12-Jan-77,"Docket No. 76-7052, No. 9 - September Term, 1976",381
a10,United States v. United States Gypsum Co.,United States Court of Appeals for the Third Circuit,"June 21, 1976, Argued ;  January 12, 1977, Decided ;  January 6, 1977, Filed","Nos. 75-1836, 75-1837, 75-1838, 75-1839, 75-1840, 75-1841, 75-1842",396
a10,"Industria Siciliana Asfalit, Biutmi, S.p.A. v. Exxon Research & Engineering Co.",United States District Court for the Southern District of New York.,"January 18, 1977, Filed",No. 75 Civ. 5828-CSH.,429
a10,Mortensen v. First Fed. Sav. & Loan Ass'n,United States Court of Appeals for the Third Circuit,"September 7, 1976, Argued ; January 20, 1977, Filed",No. 75-2441,452
a10,Warden v. Younger,United States District Court for the Northern District of California,31-Jan-77,No. C-76-2851 SC,472
a10,Bd. of Regents v. Nat'l Collegiate Ath. Ass'n,Supreme Court of Oklahoma,1-Feb-77,"No. 50,149",480
a10,"Krutsinger v. Mead Foods, Inc.",Supreme Court of Oklahoma,1-Feb-77,"No. 50,394",496
a10,"Bravman v. Bassett Furniture Industries, Inc.",United States Court of Appeals for the Third Circuit,"February 16, 1977, Filed",No. 76-1003,500
a10,Pacific Engineering & Production Co. v. Kerr-McGee Corp.,United States Court of Appeals for the Tenth Circuit,"February 16, 1977, Decided",No. 76-1238,520
a10,Perfect Subscription Co. v. Kavaler,United States District Court for the Eastern District of Pennsylvania,16-Feb-77,Civil Action No. 76-3025,532
a10,"United States Steel Corp. v. Fortner Enterprises, Inc.",Supreme Court of the United States,"Argued November 1, 1976 ; February 22, 1977",No. 75-853,541
a10,United States v. Forsythe,United States District Court for the Western District of Pennsylvania,22-Feb-77,"Crim. Nos. 76-162, 76-163, 76-164, 76-198, 76-199, 76-200",552
a10,"R. D. ANDERSEN CONSTR. CO. v. KANSAS SAND & CONCRETE, INC.",In the United States District Court for the District of Kansas,2-Mar-77,No. 75-178-C5,570
a10,United States v. Alton Box Board Co.,"United States District Court for the Northern District of Illinois, Eastern Division.","March 4, 1977.",No. 76 CR 199.,597
a10,"Chateau de Ville Productions, Inc. v. Tams-Witmark Music Library, Inc.",United States District Court for the Southern District of New York.,"March 7, 1977, Filed",No. 76 Civ. 2788.,637
a10,"Mobilfone of Northeastern Pennsylvania, Inc. v. Commonwealth Tel. Co.",United States District Court for the Eastern District of Pennsylvania,7-Mar-77,Civil Action No. 76-1746,642
a10,"Cardinal of Adrian, Inc. v. Keystone Consol. Indus.","United States District Court for the Eastern District of Michigan, Southern Division",11-Mar-77,No. 76-70866,647
a10,United States v. National Soc. of Professional Engineers,United States Court of Appeals for the District of Columbia Circuit.,14-Mar-77,No. 76-1023,655
a10,Arkla Air Conditioning Co. v. Famous Supply Co.,United States Court of Appeals for the Sixth Circuit,"February 1, 1977, Cause Argued ; March 22, 1977, Decided",No. 75-2462,661
a10,Lawyer's Realty Corp. v. Peninsular Title Ins. Co.,United States District Court for the Eastern District of Louisiana,22-Mar-77,"Civil Action No. 76-844 SECTION ""C""",665
a10,"Thomas v. Petro-Wash, Inc.","United States District Court for the Middle District of North Carolina, Winston-Salem Division",23-Mar-77,No. C-74-277-WS,670
a10,Wolfson v. Artisans Sav. Bank,United States District Court for the District of Delaware,24-Mar-77,Civil Action No. 76-179,679
a10,Reiter v. Sonotone Corp.,"United States District Court for the District of Minnesota, Fourth Division",31-Mar-77,No. 4-75-Civ. 206,689
a10,Black v. Nationwide Mut. Ins. Co.,United States District Court for the Western District of Pennsylvania,1-Apr-77,Civ. A. No. 74-25 ERIE,694
a10,Commerce Tankers Corp. v. National Maritime Union,United States Court of Appeals for the Second Circuit,"January 19, 1977, Argued ; April 15, 1977, Decided","Docket Nos. 76-7217, 7223, Nos. 179, 180 - September Term, 1976",703
a10,United States v. National Broiler Marketing Asso.,United States Court of Appeals for the Fifth Circuit,22-Apr-77,No. 76-2115,714
a10,In re Nissan Motor Corp. Antitrust Litigation,United States District Court for the Southern District of Florida,"April 25, 1977, Filed",M.D.L. Docket No. 120,726
a10,"M.A.P. Oil Co. v. Texaco, Inc.",United States District Court for the Northern District of California.,"April 25, 1977, Filed",No. C 77 518 WAI.,732
a10,"State v. Lawn King, Inc.","Superior Court of New Jersey, Law Division","April 27, 1977, Decided",No Number in Original,738
a10,Altemose Constr. Co. v. Building & Constr. Trades Council,United States District Court for the Eastern District of Pennsylvania,13-May-77,Civ. A. No. 73-773,759
a10,Barry v. St. Paul Fire & Marine Ins. Co.,United States Court of Appeals for the First Circuit,16-May-77,No. 76-1226,773
a10,"BOC International, Ltd. v. Federal Trade Com.",United States Court of Appeals for the Second Circuit,"March 3, 1977, Argued ; May 19, 1977, Decided","Docket Nos. 76-4044, 76-4045, Nos. 173, 175 - September Term, 1976",785
a10,"Las Vegas Sun, Inc. v. Summa Corp.",United States District Court for the District of Nevada.,"May 23, 1977, Filed",No. C-LV 76-77 SC.,794
a10,"McLain v. Real Estate Bd., Inc.",United States District Court for the Eastern District of Louisiana,"May 31, 1977, Filed","Civil Action No. 75-3402, Section ""D""",809
a10,"Heatransfer Corp. v. Volkswagenwerk, A. G.",United States Court of Appeals for the Fifth Circuit,13-Jun-77,No. 75-2779,813
a10,"United States v. Nu-Phonics, Inc.","United States District Court for the Eastern District of Michigan, Southern Division",20-Jun-77,Criminal No. 680941,845
a10,Cont'l T.V. v. GTE Sylvania,Supreme Court of the United States,"Argued February 28, 1977 ; June 23, 1977; as amended",No. 76-15,853
a10,Vendo Co. v. Lektro-Vend Corp.,Supreme Court of the United States,"Argued January 19, 1977 ; June 29, 1977; as amended Petition for Rehearing Denied October 3, 1977",No. 76-156,876
a10,"Golf City, Inc. v. Wilson Sporting Goods Co.",United States Court of Appeals for the Fifth Circuit,5-Jul-77,No. 75-2764,901
a10,United States v. S. Motor Carriers Rate Conf.,"United States District Court for the Northern District of Georgia, Atlanta Division","July 8, 1977, Filed",Civil Action No. 76-1909A,915
a10,"Newport Terminals, Inc. v. Sunset Terminals, Inc.",Supreme Court of Oregon,"April 5, 1977, Argued ; July 11, 1977",SC No. 24524,938
a10,Vaughn & Co. v. Saul,Court of Appeals of Georgia,"June 6, 1977, Argued ; July 13, 1977, Decided",No. 53986,952
a10,"Du Pont Glore Forgan, Inc. v. AT&T",United States District Court for the Southern District of New York,19-Jul-77,No. 73 Civil 2447,962
a10,Pomanowski v. Monmouth County Board of Realtors,"Superior Court of New Jersey, Chancery Division","July 19, 1977, Decided",No Number in Original,999
a10,State ex rel. Nesbitt v. Apco Oil Corp.,Supreme Court of Oklahoma,19-Jul-77,"No. 50,091",1004
a10,United States Dental Institute v. American Asso. of Orthodontists,"United States District Court for the Northern District of Illinois, Eastern Division.","July 21, 1977.",No. 74 C 2924.,1008
a10,Adolph Coors Co. v. A & S Wholesalers,United States Court of Appeals for the Tenth Circuit,"March 16, 1977, Submitted ; July 29, 1977","Nos. 76-1227, 76-1228",1014
a10,"Duplan Corp. v. Deering Milliken, Inc.","United States District Court for the District of South Carolina, Spartanburg Division",29-Jul-77,Consolidated Civil Action No. 71-306,1023
a10,Alexander v. National Football League,"United States District Court for the District of Minnesota, Fourth Division.","August 1, 1977, Filed",No. 4-76-Civil-123.,1154
a10,CBS v. American Soc'y of Composers,United States Court of Appeals for the Second Circuit,"October 14, 1976, Argued ; August 8, 1977, Decided","Docket No. 75-7600, No. 24 - September Term, 1976",1184
a10,Royal Drug Co. v. Group Life & Health Ins. Co.,United States Court of Appeals for the Fifth Circuit,8-Aug-77,No. 76-2746,1196
a10,"Elfman Motors, Inc. v. Chrysler Corp.",United States District Court for the Eastern District of Pennsylvania.,"August 9, 1977, Filed",Civil Action No. 72-1282.,1208
a10,In re Midwest Milk Monopolization Litigation,Judicial Panel On Multidistrict Litigation,18-Aug-77,Docket No. 83,1223
a10,Fairfax v. Fairfax Hospital Asso.,United States Court of Appeals for the Fourth Circuit,"January 12, 1977, Argued ; August 22, 1977, Decided",No. 76-1775,1226
a10,Admiral Theatre Corp. v. Douglas Theatre Co.,United States District Court for the District of Nebraska,24-Aug-77,Civ. No. 74-0-82,1236
a10,Evanston Motor Co. v. Mid-Southern Toyota Distribs.,"United States District Court for the Northern District of Illinois, Eastern Division",16-Sep-77,No. 74 C 803,1266
a10,United States v. Noll Mfg. Co.,United States District Court for the Northern District of California.,"September 16, 1977, Filed",No. CR-77-434 SC.,1273
a10,Oreck Corp. v. Whirlpool Corp.,United States Court of Appeals for the Second Circuit,"June 3, 1977, Argued ; September 20, 1977, Decided","Docket No. 76-7631, No. 1173 - September Term, 1976",1275
a10,"Wilmorite, Inc. v. Eagan Real Estate, Inc.",United States District Court for the Northern District of New York,29-Sep-77,No. 77-CV-47,1288
a10,Wobb v. Ford Motor Co.,United States District Court for the Western District of Pennsylvania,2-Oct-77,Civil Action No. 73-492,1306
a10,In re Coordinated Pretrial Proceedings etc.,"United States District Court, Central District of California.","October 17, 1977, Filed",MDL Docket No. 150 WPG.,1312
a10,Linseman v. World Hockey Asso.,United States District Court for the District of Connecticut,"October 28, 1977, Filed",Civil No. H-77-462,1315
a10,McGuire v. Singer Co.,"United States District Court for the District of the Virgin Islands, St. Thomas and St. John Division","November 21, 1977, Filed",Civil No. 467/75,1328
a10,Lee-Moore Oil Co. v. Union Oil Co.,"United States District Court for the Middle District of North Carolina, Durham Division",23-Nov-77,No. C-74-17-D,1334
a10,"Redwing Carriers, Inc. v. McKenzie Tank Lines, Inc.","United States District Court for the Northern District of Florida, Pensacola Division",13-Dec-77,PCA No. 76-135,1343
a10,"In re Bob Brest Buick, Inc.","Appeals Court of Massachusetts, Suffolk","November 16, 1977, Argued ; December 14, 1977, Decided",No Number in Original,1352
a10,Bazal v. Belford Trucking Co.,United States District Court for the Southern District of Florida,15-Dec-77,Case No. 77-6272-Civ-JLK,1355
a10,"Consolidated Express, Inc. v. New York Shipping Asso.",United States District Court for the District of New Jersey,19-Dec-77,Civil Action Nos. 76-1645,1373
a10,"Hecht v. Pro-Football, Inc.",United States Court of Appeals for the District of Columbia Circuit,"December 20, 1976, Argued ; December 20, 1977, Decided",No. 75-1819,1393
a10,Nelson v. Utah County,"United States District Court for the District of Utah, Central Division.","December 28, 1977, Filed",No. C 76-423.,1410
a10,"Star Lines, Ltd. v. Puerto Rico Maritime Shipping Authority",United States District Court for the Southern District of New York,5-Jan-78,No. 77 Civ. 1968 (RLC),1414
a10,"Pfizer, Inc. v. Gov't of India",Supreme Court of the United States,"November 1, 1977 Argued ; January 11, 1978 As Amended",No. 76-749,1423
a10,"Georgia Franchise Practices Com. v. Massey-Ferguson, Inc.",Supreme Court of Georgia,"October 12, 1977, Argued ; January 24, 1978, Decided",No. 32854,1441
a10,In re Coordinated Pretrail Proceedings etc.,"United States District Court, Central District of California.","January 25, 1978, Filed",MDL Docket No. 150 WPG.,1443
a10,"New Jersey Chiropractic Soc. v. Radiological Soc. of New Jersey, etc.","Superior Court of New Jersey, Chancery Division","January 26, 1978, Decided",No Number in Original,1447
a10,United States v. National Broadcasting Co.,United States District Court for the Central District of California,26-Jan-78,Civil No. 74-3601-RJK,1452
a10,Blatt v. Lorenz Schneider Co.,United States District Court for the Southern District of New York,30-Jan-78,76 Civ. 78 (CMM),1471
D:/antitrust/Data 1/testing\b1.pdf,Allen v. Oil Shale Corp.,United States Court of Appeals for the Sixth Circuit,"December 13, 1977, Argued ; February 13, 1978, Decided",No. 76-1969,19
D:/antitrust/Data 1/testing\b1.pdf,LARRY R. GEORGE SALES CO. v. COOL ATTIC CORP.,United States District Court for the Northern District of Texas Fort Worth Division,13-Feb-78,CIVIL ACTION NO. CA-4-77-89,21
D:/antitrust/Data 1/testing\b1.pdf,"Santa Fe-Pomeroy, Inc. v. P & Z Co.",United States Court of Appeals for the Ninth Circuit,21-Feb-78,"Nos. 75-2647, 75-2741",32
D:/antitrust/Data 1/testing\b1.pdf,IT&T v. General Tel. & Elecs. Corp.,United States District Court for the District of Hawaii,28-Feb-78,Civil No. 2754,52
D:/antitrust/Data 1/testing\b1.pdf,Pio v. Ross B. Hammond Co.,Supreme Court of Oregon,"December 5, 1977, Argued ; March 7, 1978",SC No. 25050,100
D:/antitrust/Data 1/testing\b1.pdf,New Jersey Guild of Hearing Aid Dispensers v. Long,Supreme Court of New Jersey,"December 13, 1977, Argued ; March 9, 1978, Decided",No Number in Original,108
